customer_id,nombre,email,telefono,fecha_registro,antiguedad_dias,ciudad,tipo_cliente,canal_principal,tiene_contrato,num_envios_6m,valor_total_6m,ticket_promedio,dias_ultimo_envio,num_reclamos_6m,tasa_entrega_exitosa,nps_score,churn
CLI005461,Camilo Caicedo,leonardotorres@example.net,(+57)3295635466,2021-06-23,1287.0,Barranquilla,Empresa,App,0,7.0,209300.0,29900.0,56.0,3.0,0.8971,8.4,0
CLI001638,Carlos González Gómez,kruiz@example.org,57 314 014 86 12,2021-09-20,1198.0,Cúcuta,Empresa,Punto físico,1,21.0,,41300.0,48.0,4.0,,7.0,0
CLI000121,Jhon Solano Monroy,zambranoesther@example.net,+57 604 459 96 72,2019-04-15,2087.0,Cali,Natural,Punto físico,1,3.0,34200.0,11400.0,95.0,0.0,,7.5,0
CLI005874,María Niño Becerra,marcelamartinez@example.org,301 934 22 05,2019-11-23,1865.0,Bogotá,Empresa,API,0,14.0,663600.0,47400.0,80.0,1.0,0.7656,6.0,1
CLI002982,Luis Correa,elena51@example.net,(+57)3056348379,2019-07-20,1991.0,Bogotá,,Punto físico,0,6.0,117000.0,19500.0,77.0,,0.8836,5.8,1
CLI005070,María Palacios Castillo,karenbarrios@example.com,319 141 43 63,2019-05-28,2044.0,Cali,Natural,,0,4.0,57600.0,14400.0,70.0,4.0,0.9058,9.5,1
CLI003075,Gabriel Silva Díaz,edwinardila@example.net,576027882235,2021-01-12,1449.0,Cartagena,Natural,App,1,3.0,26700.0,,16.0,1.0,0.8741,5.4,0
CLI009194,Dario Ricardo López,mosqueraandrea@example.net,57 329 271 95 91,2023-03-03,669.0,Bogotá,Ecommerce,Punto físico,0,15.0,199500.0,13300.0,,1.0,0.8469,10.0,0
CLI003279,Miguel Felipe Pérez,paolabeltran@example.com,276 16 74,2020-09-08,1575.0,Medellín,Natural,Punto físico,1,3.0,43500.0,14500.0,4.0,0.0,0.9252,2.8,0
CLI002136,Marina Gutiérrez,miguel09@example.com,+573096876712,2019-03-07,2126.0,Cali,Empresa,App,1,15.0,735000.0,49000.0,10.0,0.0,,6.2,0
CLI006769,Marleny Julia Cifuentes,mireya08@example.com,(+57) 320 814 65 81,2021-08-29,1220.0,Bucaramanga,Natural,App,0,4.0,60800.0,15200.0,20.0,2.0,0.9217,7.3,0
CLI004971,Nel Santos Díaz,vargaselizabeth@example.org,(+57)3028325702,2020-06-08,1667.0,Cali,Empresa,Web,1,7.0,227500.0,32500.0,47.0,1.0,0.9017,5.2,0
CLI009057,Oswaldo José Zambrano,valenciamaria@example.net,(+57)6026102586,2023-05-12,599.0,Cali,Empresa,Punto físico,0,15.0,1072500.0,71500.0,4.0,0.0,0.9675,9.6,0
CLI000135,Blanca Sandra Bermúdez,achacon@example.org,57 602 423 98 89,2023-09-15,473.0,Cali,Empresa,Punto físico,0,7.0,449400.0,64200.0,16.0,1.0,0.838,5.2,1
CLI004352,María Jaimes,arenasvalentina@example.org,308 391 80 80,2020-09-28,1555.0,Bogotá,Empresa,,1,10.0,161000.0,16100.0,7.0,3.0,0.8691,6.8,0
CLI005325,Gustavo Eduardo Moreno,mariavelasquez@example.net,7314949,2019-07-11,2000.0,Bogotá,Ecommerce,Punto físico,0,21.0,697200.0,33200.0,1.0,1.0,,5.0,0
CLI009931,Armando Felipe Córdoba,cavila@example.com,+57 316 248 05 03,2019-12-19,1839.0,,Ecommerce,Web,0,22.0,,11500.0,7.0,2.0,1.0,6.7,0
CLI006569,Diana Mendoza Cuéllar,canomanuel@example.net,018003978290,2019-08-27,1953.0,Cali,Ecommerce,App,0,15.0,235500.0,15700.0,72.0,,0.7593,6.0,0
CLI002560,Danny Eduardo Murillo,mlopez@example.org,(+57)6018764432,2019-03-18,2115.0,Bogotá,Natural,,0,,72400.0,18100.0,58.0,0.0,0.9215,6.8,0
CLI000063,Natalia Guerrero,leonjuan@example.com,+57 313 069 06 61,2021-09-03,1215.0,Cali,Ecommerce,App,1,19.0,503500.0,26500.0,8.0,1.0,0.8937,5.0,0
CLI001359,Álvaro Andrés Cárdenas Barragán,elenafernandez@example.com,3145923649,2019-09-21,,Barranquilla,Natural,App,0,4.0,46800.0,11700.0,96.0,1.0,0.9536,10.0,0
CLI006985,Isabel Lorena Muñoz,ezapata@example.com,57 310 557 79 50,2019-11-28,1860.0,Medellín,Empresa,Punto físico,0,12.0,,38000.0,1.0,1.0,0.9418,7.6,1
CLI002530,Myriam Carolina Salcedo Mejía,rosa96@example.com,(+57) 308 639 87 71,2023-10-17,441.0,,Natural,App,0,5.0,59500.0,11900.0,15.0,0.0,0.7437,5.3,0
CLI006214,Leandro Rosero,igutierrez@example.com,57 318 948 35 26,2019-07-03,2008.0,Cali,Natural,Web,0,,15800.0,7900.0,16.0,1.0,0.877,7.5,1
CLI002468,Andrés Villa Ramos,patricialopez@example.org,576053087292,2021-12-11,1116.0,Cali,Natural,App,0,9.0,161100.0,17900.0,48.0,0.0,0.8553,6.5,0
CLI000680,Martha Johana Gómez,luisfuentes@example.net,6027621288,27 May 2019,2045.0,Medellín,Natural,,0,3.0,38700.0,12900.0,12.0,0.0,0.8531,5.4,0
CLI007247,Carmen Sandra Rojas Gómez,hherrera@example.com,(+57)3120932171,2023-01-24,707.0,Cartagena,Natural,App,0,5.0,53500.0,10700.0,27.0,2.0,0.9193,6.4,0
CLI000742,Johan Salamanca Bernal,camila42@example.org,(+57) 602 852 64 05,2023-03-06,666.0,Bogotá,Empresa,,0,11.0,512600.0,46600.0,22.0,1.0,0.7855,10.0,0
CLI005308,Fernando Rodríguez Vásquez,aguilareduardo@example.org,3262702260,2023-12-19,378.0,Bogotá,Ecommerce,Punto físico,0,15.0,238500.0,15900.0,,3.0,0.9905,5.7,0
CLI007192,Moisés Santiago Hernández,javier47@example.com,(+57)3077468945,2022-08-22,,,Empresa,Punto físico,1,9.0,422100.0,46900.0,45.0,2.0,0.6809,3.1,1
CLI003642,Jenny Patiño,berthagaleano@example.net,(+57) 320 151 15 38,2020-10-04,1549.0,Bogotá,,API,0,13.0,533000.0,41000.0,26.0,1.0,0.6695,4.0,1
CLI000445,Ángela Lozano Vásquez,espitiajesus@example.org,(+57)3224174226,2023-02-03,697.0,Bogotá,Empresa,App,1,19.0,1126700.0,59300.0,80.0,3.0,0.9423,,0
CLI008410,Marcela Laura García Hernández,camilahernandez@example.com,57 313 660 01 48,2019-11-04,1884.0,Barranquilla,Empresa,,1,5.0,46224000.0,46900.0,14.0,1.0,,9.1,0
CLI003259,Miguel Jhon Gallego,luis31@example.org,317 375 68 46,2019-10-09,1910.0,Cali,Natural,Punto físico,0,4.0,49600.0,12400.0,1.0,1.0,0.9966,4.6,0
CLI004664,Rosa Carvajal,ismael78@example.com,+573267976814,2022-01-10,1086.0,Bogotá,Empresa,App,1,17.0,907800.0,53400.0,13.0,4.0,,5.7,1
CLI001874,Fernando Diego Cáceres Orozco,smoreno@example.net,316 758 49 31,2019-04-11,2091.0,Manizales,Natural,Punto físico,0,4.0,44000.0,11000.0,42.0,1.0,0.943,,0
CLI008318,Paulina María Martínez,mariacaballero@example.com,3266554413,20231120,407.0,Cartagena,Ecommerce,Web,0,16.0,209600.0,,260.0,0.0,0.8349,6.1,1
CLI002597,Andrey Becerra,yesid05@example.com,01 8002 390 052,2020-05-15,1691.0,Bogotá,Ecommerce,App,0,21.0,667800.0,31800.0,51.0,2.0,0.9924,4.3,0
CLI001718,Luz Ramírez Tamayo,xdaza@example.com,(+57)6027569717,2021-01-03,1458.0,Cali,Empresa,Web,0,14.0,919800.0,65700.0,117.0,,0.8835,3.8,1
CLI002913,Constanza María Monsalve Barbosa,agudelojhon@example.net,573077221444,2020-09-20,1563.0,Cali,Natural,App,1,1.0,9600.0,9600.0,24.0,1.0,0.9032,4.2,0
CLI002844,Mireya Meza,antoniopineda@example.org,(+57) 320 088 39 93,2023-02-19,681.0,,Natural,Punto físico,0,3.0,39300.0,13100.0,25.0,4.0,0.7667,7.6,0
CLI004028,Andrea Isabel Santos Barrios,diego41@example.net,+573015151947,2022-07-01,914.0,Barranquilla,Empresa,Web,0,8.0,404800.0,50600.0,16.0,0.0,0.7382,5.9,0
CLI005489,Álvaro Calderón Cárdenas,ximena76@example.net,3247489170,2020-02-03,1793.0,Medellín,Natural,App,0,4.0,29200.0,7300.0,61.0,0.0,0.8009,6.0,0
CLI008891,Adolfo Carvajal,gaviriaeduardo@example.net,01 8004 241 395,2019-10-20,1899.0,Bucaramanga,Natural,Web,0,3.0,38100.0,12700.0,49.0,1.0,0.7279,10.0,0
CLI004486,Ana Montoya,cesarflorez@example.com,018006797879,05-08-2022,968.0,Bogotá,Empresa,App,0,12.0,727200.0,60600.0,,1.0,0.932,6.2,0
CLI002557,Rosa Jiménez Sánchez,eugeniadelgado@example.org,+57 312 560 81 08,2020-08-22,1592.0,Bogotá,Natural,,0,3.0,32100.0,10700.0,18.0,,0.839,7.9,1
CLI000490,Laura Bermúdez,luispacheco@example.com,576015629913,2020-04-21,,Cali,Empresa,Web,0,13.0,783900.0,60300.0,4.0,3.0,0.9722,2.4,1
CLI000494,Eduardo Carrillo Durán,manuel90@example.org,576042896746,2022-12-25,737.0,Medellín,Natural,API,1,2.0,24000.0,12000.0,23.0,,0.8271,10.0,0
CLI000691,Victoria Luisa Rosero Sánchez,puentesgerman@example.net,+573260587891,2022-12-13,749.0,Bogotá,Ecommerce,API,0,13.0,267800.0,20600.0,29.0,0.0,0.8279,5.8,0
CLI005062,Mauricio Alejandro Acevedo Salcedo,arangomonica@example.com,(+57) 315 246 51 09,3 Feb 2022,1062.0,Bogotá,Ecommerce,API,0,17.0,,23300.0,2.0,3.0,,6.0,1
CLI003822,Daniel Acosta Montoya,rafaelgomez@example.com,853 06 33,2020-10-17,1536.0,Cali,Ecommerce,Web,1,19.0,446500.0,23500.0,22.0,3.0,0.8653,,1
CLI000603,Jean Fernández,ruizjhon@example.com,(+57)3132217841,2022-06-20,925.0,Cúcuta,Ecommerce,App,1,10.0,219000.0,21900.0,117.0,1.0,0.924,5.1,0
CLI001912,Fernando José Sánchez Martínez,ines02@example.com,57 306 956 56 56,2019-07-27,1984.0,Bogotá,Ecommerce,Web,0,24.0,468000.0,19500.0,3.0,0.0,0.8938,6.7,0
CLI001015,Ana Alfonso,gustavocamacho@example.com,57 308 956 08 97,2021-07-27,1253.0,,Ecommerce,Punto físico,0,13.0,114400.0,8800.0,,0.0,0.9216,3.1,0
CLI006563,Isabel Pérez Ramírez,elverchacon@example.org,+573003946076,2023-08-07,512.0,Bogotá,Natural,App,1,7.0,77000.0,11000.0,233.0,,0.8395,10.0,1
CLI001994,José Andrés Benavides Silva,nunezmarisol@example.net,+57 317 655 05 60,2020-09-11,,Bogotá,Natural,App,0,4.0,63600.0,15900.0,74.0,1.0,0.9848,6.7,0
CLI006149,Judith Cruz Acevedo,hguevara@example.net,57 324 377 15 41,20200901,,Cúcuta,Natural,Punto físico,0,4.0,50000.0,12500.0,112.0,1.0,0.771,4.0,1
CLI003758,Elías Ortiz,elizabeth55@example.org,018008561697,2019-07-05,,Bogotá,Natural,,0,9.0,108000.0,12000.0,8.0,1.0,0.8282,6.0,1
CLI002367,María María Rodríguez,nmosquera@example.net,(+57)3021709117,2021-11-19,1138.0,Bogotá,Ecommerce,,1,17.0,409700.0,24100.0,,2.0,0.9628,6.8,0
CLI005284,José Humberto Calderón Ramos,mendezsantiago@example.org,+57 309 737 81 40,2019-08-19,1961.0,Medellín,Ecommerce,App,1,23.0,471500.0,20500.0,108.0,0.0,0.9031,,0
CLI004371,Kelly Sandra Castillo,katherine86@example.net,(+57) 315 785 25 31,2020-09-27,1556.0,Bogotá,Empresa,App,0,9.0,409500.0,45500.0,21.0,,0.7978,6.1,1
CLI007339,José Antonio Guzmán Martínez,alexandercastano@example.org,6041092698,2023-02-07,693.0,Bogotá,Empresa,Web,0,11.0,466400.0,42400.0,24.0,1.0,0.778,9.9,0
CLI007471,Maira Angulo Mena,rodriguezgraciela@example.org,+57 300 350 04 45,2022-11-11,781.0,Bogotá,Ecommerce,App,0,13.0,273000.0,21000.0,4.0,1.0,0.9216,6.8,0
CLI001362,Liliana Quintero,alvarezenrique@example.org,(+57)6071831425,2021-02-24,1406.0,,Natural,Punto físico,1,5.0,69000.0,13800.0,17.0,0.0,0.9144,,0
CLI006380,Andrés Manuel Bedoya,felipe03@example.org,57 317 920 45 22,2022-09-14,839.0,Medellín,Natural,API,1,2.0,11600.0,5800.0,85.0,1.0,0.8929,6.5,0
CLI001527,Lady Mariela Rico,danielamora@example.net,+57 303 681 28 11,07-26-2022,889.0,Medellín,Natural,Web,0,1.0,13900.0,13900.0,22.0,0.0,0.8788,7.9,0
CLI001328,Cristina Molina,luzardila@example.com,3107844371,2020-06-20,1655.0,Cali,Natural,,1,0.0,0.0,,75.0,2.0,0.7665,7.5,1
CLI009864,María Álvarez Rodríguez,rodriguezmaria@example.com,(+57)3177141102,2021-02-22,1408.0,Cúcuta,Ecommerce,Web,0,16.0,366400.0,22900.0,7.0,1.0,0.9236,6.4,0
CLI009354,María Liliana Osorio,astrid48@example.com,576066762012,2021-05-06,1335.0,Barranquilla,Natural,Punto físico,0,2.0,19000.0,9500.0,35.0,1.0,0.7246,8.5,1
CLI001552,Alexander Gómez,deisy41@example.org,57 310 213 60 80,2019-01-24,2168.0,Medellín,Ecommerce,Punto físico,0,19.0,370500.0,19500.0,1.0,1.0,0.8393,8.1,0
CLI006913,Carmen Castro,ana86@example.org,3179972337,2019-11-20,1868.0,Barranquilla,Natural,Punto físico,0,5.0,45500.0,9100.0,40.0,3.0,0.7395,6.7,1
CLI009978,Alexander Luis Cano Romero,isaac94@example.net,+573258686932,2021-08-06,1243.0,Cartagena,Natural,Punto físico,0,3.0,39300.0,13100.0,52.0,1.0,0.8377,3.0,1
CLI001338,Manuel Juan Páez Moreno,yortega@example.org,(+57) 309 800 65 95,2020-10-24,1529.0,Cali,Natural,Web,0,6.0,54000.0,9000.0,65.0,1.0,0.8249,5.7,0
CLI003902,Astrid Edna Pedraza Ardila,monroyyessica@example.com,57 306 758 45 76,2023-07-13,537.0,,Empresa,,0,9.0,355500.0,39500.0,35.0,0.0,0.8404,2.8,0
CLI003011,Henry Montoya,cordobasandra@example.com,(+57)3005997559,2019-11-06,1882.0,Bogotá,Natural,App,1,2.0,8599000.0,15400.0,9.0,0.0,0.9551,7.8,0
CLI005042,Carlos Fajardo,esteban93@example.org,57 609 239 62 55,2023-08-21,498.0,Bogotá,Ecommerce,App,0,21.0,487200.0,23200.0,135.0,,0.869,,0
CLI009847,Iván José Fonseca Garcés,carmenescobar@example.com,3163191666,2023-01-16,715.0,Cartagena,Ecommerce,Web,1,17.0,377400.0,22200.0,3.0,1.0,0.7598,8.4,0
CLI002251,Daniel Carlos Jiménez,wgarcia@example.com,304 103 45 55,2023-02-07,693.0,Cali,Natural,Web,0,9.0,146700.0,16300.0,55.0,1.0,1.0,3.2,0
CLI006970,Magda Rocío Pedraza Henao,albertonarvaez@example.com,8125260,2020-10-17,1536.0,Cali,Empresa,Web,0,14.0,638400.0,,29.0,4.0,0.83,3.5,1
CLI005040,Damaris González Vargas,andrearodriguez@example.org,(+57) 604 918 73 21,2019-01-20,2172.0,Bucaramanga,Ecommerce,App,0,14.0,266000.0,19000.0,198.0,0.0,0.863,6.3,1
CLI002347,Hilda Bustos Muñoz,marisolbarrera@example.org,8209455,2020-03-18,1749.0,Cartagena,Natural,Punto físico,0,4.0,,15500.0,3.0,2.0,0.9672,5.3,0
CLI009557,Derly Magda Salgado,garcialuis@example.net,3091315309,2020-07-17,1628.0,Medellín,Natural,Punto físico,0,5.0,60000.0,,16.0,1.0,0.8444,,1
CLI005486,Martha Patiño Fernández,juangarcia@example.org,+57 601 105 73 79,2021-07-10,1270.0,,Ecommerce,App,0,15.0,337500.0,22500.0,31.0,1.0,0.795,8.2,1
CLI002785,Luis David Blanco,hectorsuarez@example.net,(+57) 307 242 21 31,2022-03-19,,Bogotá,Empresa,App,0,11.0,651200.0,59200.0,,2.0,0.8236,,0
CLI005695,José Castro,mariabarrios@example.org,+57 308 703 48 84,2022-03-22,1015.0,Barranquilla,,App,0,25.0,297500.0,11900.0,26.0,1.0,0.8477,,0
CLI005120,Daniela María Sandoval Martínez,gutierrezrafael@example.net,+573249015062,2023-06-13,567.0,Cali,Natural,App,0,5.0,44000.0,,125.0,0.0,0.8959,4.1,0
CLI009053,Víctor Felipe Londoño,claudia55@example.net,573233402947,2021-04-22,1349.0,Cúcuta,Empresa,App,0,17.0,300900.0,17700.0,86.0,0.0,0.8858,,0
CLI005556,Ramón Castillo,maria26@example.net,018001994664,2019-05-23,2049.0,Cartagena,Empresa,Web,0,6.0,297000.0,49500.0,,1.0,0.8999,5.2,0
CLI005600,Rigoberto Parra Aguilar,rodriguezluz@example.org,018001912622,2021-01-12,1449.0,Medellín,Empresa,Punto físico,1,13.0,559000.0,43000.0,129.0,1.0,0.8296,6.8,1
CLI007123,Lidia Arrieta,lauramarin@example.net,573014032095,20200729,,Pereira,,Punto físico,0,10.0,481000.0,48100.0,31.0,0.0,0.938,6.0,0
CLI000151,Jorge Orlando Cuéllar,david20@example.com,321 237 86 89,12 May 2021,1329.0,Cartagena,Natural,Web,0,3.0,51000.0,17000.0,125.0,1.0,0.8195,8.6,0
CLI002805,Alonso Pablo Carrillo,ines35@example.com,(+57) 607 516 13 52,2022-01-29,1067.0,Bogotá,Empresa,App,0,12.0,415200.0,34600.0,94.0,3.0,0.8356,5.6,0
CLI006262,Wilmer Chacón García,cardozomilena@example.com,(+57) 607 578 68 12,2023-10-27,431.0,Bogotá,Ecommerce,Punto físico,0,19.0,444600.0,23400.0,21.0,0.0,0.9653,8.3,0
CLI002087,Laura Sánchez Ángel,oscar15@example.net,(+57) 326 914 13 27,2022-12-28,734.0,Medellín,Empresa,App,0,10.0,480000.0,48000.0,27.0,0.0,0.8505,8.5,0
CLI003752,Marina Ortiz Páez,hernandezeugenia@example.net,(+57)6074595769,2019-02-08,2153.0,Cali,Empresa,App,0,11.0,530200.0,48200.0,42.0,5.0,0.894,4.5,1
CLI005613,Jeferson Sarmiento Vásquez,yamilefernandez@example.org,573164712123,2019-02-26,2135.0,Bogotá,Empresa,Punto físico,0,7.0,347900.0,49700.0,6.0,0.0,0.8384,7.5,0
CLI002260,Edinson Diego Zuluaga,nataliarojas@example.org,315 507 86 13,2022-12-14,748.0,Medellín,Empresa,App,1,13.0,717600.0,55200.0,32.0,1.0,0.9745,7.7,0
CLI004018,Carmen Gómez,rafael62@example.org,3155625422,2019-08-29,1951.0,Medellín,Natural,App,0,4.0,36800.0,9200.0,3.0,1.0,0.9065,4.8,0
CLI006516,Julián Oviedo Rodríguez,durannelcy@example.net,+576083275348,2021-04-02,1369.0,Medellín,,App,1,7.0,349300.0,,13.0,0.0,0.7407,6.7,0
CLI006460,Hernando Orlando Gómez,milenaperea@example.org,3097537613,2020-04-18,,,Natural,Punto físico,1,0.0,0.0,6000.0,112.0,2.0,0.8733,6.9,1
CLI002425,Lucía Gutiérrez Vera,herreramelissa@example.org,+57 302 881 18 46,2021-04-01,,,Natural,Punto físico,0,6.0,58800.0,9800.0,22.0,0.0,,7.3,0
CLI004139,Andrea María Martínez Guzmán,imolina@example.org,327 287 95 22,2021-03-12,1390.0,Barranquilla,,App,0,6.0,71400.0,11900.0,85.0,0.0,0.8753,6.3,0
CLI003857,Doris Franco González,liliangomez@example.org,6061856417,2022-05-22,,Bucaramanga,Ecommerce,Web,0,14.0,312200.0,22300.0,72.0,3.0,0.9347,2.9,1
CLI000860,Fernando Martínez,adrianaguzman@example.net,57 303 381 69 75,2022-11-19,773.0,Cali,Natural,App,1,3.0,42000.0,14000.0,19.0,0.0,0.7845,4.4,1
CLI005368,Andrea Uribe Chacón,sara63@example.org,310 999 64 28,2022-08-16,868.0,Bucaramanga,Empresa,Punto físico,1,8.0,415200.0,51900.0,40.0,1.0,0.9369,8.5,0
CLI008089,Luis Murcia,eacevedo@example.com,01 8003 513 120,2022-05-06,970.0,Medellín,Natural,,1,5.0,,13700.0,21.0,3.0,0.7629,8.6,1
CLI008465,Rosa Díaz,restrepocecilia@example.com,573071466575,2021-07-02,1278.0,Barranquilla,Empresa,,0,14.0,644000.0,,27.0,1.0,0.9382,6.4,1
CLI007799,Pedro Daniel Castillo,gfranco@example.org,(+57)3002973497,2020-06-21,1654.0,Medellín,Natural,Web,1,3.0,24600.0,8200.0,16.0,0.0,0.9659,8.9,0
CLI008819,David Ramírez Ceballos,eduardopena@example.com,+57 328 616 16 62,2019-01-12,2180.0,Bucaramanga,Empresa,Punto físico,1,19.0,391400.0,,19.0,1.0,,7.6,0
CLI004740,Marcela Reyes,jimena01@example.com,573218021583,2020-12-21,1471.0,Cali,Empresa,App,0,6.0,204600.0,34100.0,,0.0,0.9799,1.7,1
CLI008850,Dahiana Laura Pineda,tovarneider@example.net,+573264256624,2020-01-10,1817.0,Manizales,Natural,Web,1,2.0,34200.0,17100.0,179.0,,0.9767,7.1,0
CLI004463,Enrique Raúl Hernández,albeiroruiz@example.com,+573015166406,2022-02-10,1055.0,Medellín,Empresa,Web,1,14.0,532000.0,38000.0,3.0,1.0,0.8365,6.2,0
CLI005529,Erika Mariana Gutiérrez Galvis,nicolas78@example.net,573235618611,2021-07-07,1273.0,Pereira,Empresa,App,1,9.0,465300.0,51700.0,168.0,3.0,0.9396,10.0,1
CLI001365,Juan Rincón Sánchez,uribemonica@example.com,6054485487,2020-03-26,1741.0,Medellín,Empresa,Web,1,13.0,531700.0,40900.0,,2.0,0.817,,0
CLI001780,Leonor Margarita Rincón Espinosa,wquintero@example.net,329 786 12 86,2021-11-20,1137.0,Medellín,Ecommerce,Web,1,25.0,350000.0,14000.0,26.0,,0.8649,,0
CLI008413,Ana Vera García,jesus44@example.org,+57 321 369 39 91,2021-03-13,1389.0,,Ecommerce,App,0,17.0,289000.0,17000.0,37.0,0.0,0.7166,7.9,0
CLI004786,Astrid Ortega,maria64@example.com,687 37 63,2019-02-08,2153.0,Cartagena,Natural,Punto físico,1,5.0,63000.0,12600.0,58.0,1.0,0.9218,4.1,0
CLI007579,Guillermo Rojas,gavila@example.net,(+57) 602 867 69 25,2020-12-18,1474.0,Bogotá,Empresa,,1,10.0,6108000.0,37400.0,16.0,2.0,0.8864,,0
CLI001819,Fernando Duarte Correa,londonoesther@example.org,+576017131508,2019-03-17,2116.0,Medellín,Natural,App,1,5.0,78000.0,15600.0,17.0,0.0,0.9131,6.9,0
CLI000370,Karol Quintero,duranelena@example.org,307 519 82 87,2019-04-02,2100.0,Cúcuta,Ecommerce,Web,0,16.0,222400.0,13900.0,48.0,0.0,0.8202,,0
CLI004938,Emilio Giraldo,marthaarteaga@example.org,57 312 159 78 38,2019-11-12,1876.0,Barranquilla,Natural,Punto físico,0,2.0,27400.0,13700.0,25.0,1.0,0.9103,3.0,1
CLI002705,Ricardo Pacheco,garciayuli@example.net,57 606 848 20 16,2019-01-24,2168.0,Barranquilla,Natural,Punto físico,0,8.0,126400.0,15800.0,52.0,,0.9658,2.6,0
CLI005286,Karen Natalia Ríos,escobarjulia@example.org,+57 304 464 69 13,2019-09-17,1932.0,Bogotá,Natural,Web,0,3.0,44400.0,14800.0,6.0,1.0,0.7771,6.0,0
CLI000176,Jorge David Toro Narváez,pguerrero@example.org,+573057019165,2022-06-17,928.0,Bogotá,Empresa,API,0,22.0,855800.0,38900.0,50.0,1.0,0.8548,,0
CLI007970,Luz Suárez,laura65@example.com,+576067085665,2019-09-04,1945.0,Bogotá,Natural,,0,2.0,33000.0,16500.0,138.0,1.0,0.8796,6.5,0
CLI002094,William Arévalo,lbecerra@example.org,+57 309 746 92 37,2020-06-10,1665.0,Bogotá,Natural,Web,0,1.0,10000.0,10000.0,55.0,2.0,0.9833,,1
CLI008752,Sandra Alexandra Ruiz,leonel88@example.org,3144693853,2020-03-14,1753.0,Medellín,Ecommerce,Punto físico,1,14.0,135800.0,,72.0,0.0,0.8724,8.1,0
CLI003492,Jhon Guerra,gaviriamaritza@example.net,+57 311 612 66 81,2022-07-16,899.0,Bogotá,Empresa,App,0,11.0,561000.0,51000.0,14.0,0.0,0.8831,,0
CLI001921,Camilo Alonso González Arias,rangel@example.org,3249621976,2022-08-19,865.0,Medellín,,,0,12.0,326400.0,27200.0,61.0,,0.8763,5.5,0
CLI000083,Edna Rodríguez Galvis,aperez@example.com,+57 327 453 40 10,2021-06-25,1285.0,Bucaramanga,Natural,Punto físico,1,5.0,47500.0,9500.0,37.0,,0.8506,4.5,0
CLI000817,Norma Yamile Arenas Carvajal,emelo@example.org,319 551 49 57,2020-10-09,1544.0,Cartagena,Empresa,Punto físico,1,14.0,732200.0,52300.0,20.0,1.0,0.8924,4.6,0
CLI008858,Marisol Mejía,alexander31@example.org,573091135907,2019-06-29,,Pereira,Ecommerce,Web,0,21.0,493500.0,23500.0,47.0,,1.0,8.6,0
CLI007835,Laura Sánchez,gutierrezvictor@example.net,573082698472,2020-10-21,1532.0,Cali,Empresa,Web,0,14.0,712600.0,50900.0,82.0,1.0,0.8775,10.0,0
CLI004397,Andrea Bustos Parra,mercedes17@example.com,3172062042,2022-09-13,840.0,Bogotá,Empresa,App,1,18.0,982800.0,54600.0,3.0,0.0,1.0,9.2,0
CLI007217,Natalia Nieto Toro,henrymartinez@example.org,(+57)3221435724,2019-04-04,2098.0,Barranquilla,Natural,Punto físico,1,2.0,25000.0,12500.0,47.0,2.0,0.9522,3.8,1
CLI005569,Juan López Vera,pedro81@example.net,576041915710,2023-12-01,396.0,Bogotá,Natural,App,1,5.0,79500.0,15900.0,3.0,2.0,0.9833,,0
CLI000284,Luis Jorge Torres,parraroberto@example.org,573026808146,2020-08-17,1597.0,Bogotá,Ecommerce,App,0,,209000.0,11000.0,233.0,,0.9992,5.6,1
CLI004121,Alfonso Rafael Martínez Salazar,rocio09@example.com,(+57)3285380579,2019-08-10,1970.0,Pereira,Natural,App,0,,11800.0,,253.0,2.0,0.881,6.5,1
CLI007969,Nora Salcedo,eduardocamargo@example.com,325 425 30 63,2022-12-01,761.0,Bogotá,Natural,App,0,4.0,27600.0,6900.0,38.0,2.0,0.8812,4.7,1
CLI000610,Wilder Mora Zapata,emilce44@example.org,+57 316 942 17 00,2023-04-03,638.0,Medellín,Empresa,API,0,11.0,,41700.0,26.0,2.0,0.9783,9.8,0
CLI002916,William González Tamayo,ospinaandres@example.net,018009998149,2022-12-15,747.0,Bogotá,Ecommerce,,0,15.0,489000.0,32600.0,17.0,0.0,0.968,5.6,0
CLI001814,Carmenza Dora Castro Miranda,jimenaperez@example.com,300 112 05 14,2023-08-08,511.0,Bogotá,Ecommerce,Web,1,20.0,462000.0,23100.0,40.0,0.0,0.9321,9.2,0
CLI001272,Lucy Yudy Buitrago,aaguilar@example.net,(+57) 311 280 54 39,2022-05-13,963.0,Medellín,Natural,API,0,1.0,20400.0,20400.0,34.0,0.0,0.9759,7.9,0
CLI008613,Sandra Ruth Castrillón,npinzon@example.net,309 085 35 71,2020-04-27,1709.0,Cali,,Web,1,3.0,27300.0,9100.0,25.0,3.0,0.8925,6.8,0
CLI009884,Paula Gómez,javier90@example.org,(+57) 601 810 25 29,2020-08-26,1588.0,Medellín,Natural,App,1,6.0,79800.0,13300.0,3.0,4.0,0.9445,6.4,0
CLI002995,Dario Guillermo Agudelo,vmorales@example.org,57 603 489 02 47,2023-10-07,451.0,Cali,Ecommerce,Punto físico,0,23.0,190900.0,8300.0,6.0,1.0,0.8108,5.2,0
CLI009700,Wendy Katherine Caballero,janethgonzalez@example.com,326 763 41 90,2019-06-23,2018.0,,,App,0,13.0,418600.0,32200.0,19.0,1.0,0.9,9.4,0
